,seed_list
104935,10734515
104936,81916614
104937,9084799
104938,21672688
104939,53759103
104940,12456032
104941,90727108
104942,83145706
104943,70694352
104944,75371334
104945,28056823
104946,40949589
104947,33862010
104948,33367625
104949,34577187
104950,68998704
104951,15661218
104952,90671536
104953,51188657
104954,11626118
104955,53534204
104956,6297827
104957,61610981
104958,88210100
104959,26129981
104960,85233510
104961,17323482
104962,27057554
104963,96219933
104964,30799158
104965,51667559
104966,41677676
104967,60803384
104968,84094974
104969,12985144
104970,1085916
104971,77459992
104972,54685246
104973,39707749
104974,44663363
104975,12718336
104976,26055165
104977,96175016
104978,80075550
104979,27587432
104980,2205967
104981,45719596
104982,44650511
104983,30590044
104984,51857640
104985,78908923
104986,53098611
104987,69209567
104988,49871410
104989,9118564
104990,85877714
104991,73462558
104992,63819107
104993,31394552
104994,84826099
104995,18319257
104996,71574469
104997,72448063
104998,11092938
104999,5279649
105000,37601642
105001,98301367
105002,96312908
105003,27028036
105004,29937117
105005,78986718
105006,84608816
105007,76571573
105008,23583764
105009,36490394
105010,73673536
105011,31265602
105012,37825447
105013,19613778
105014,9875343
105015,44060772
105016,24964633
105017,47195519
105018,37213788
105019,88289828
105020,47077214
105021,97937706
105022,48499925
105023,36884044
105024,74913493
105025,95805154
105026,8495450
105027,81790930
105028,21665087
105029,217196
105030,16801044
105031,18487577
105032,84942618
105033,58564305
105034,26710318
105035,70214790
105036,48814017
105037,77097788
105038,75258159
105039,87032504
105040,41077521
105041,88977337
105042,23217815
105043,37542700
105044,97040669
105045,14603310
105046,60811726
105047,823135
105048,15854755
105049,65218924
105050,3288252
105051,47688979
105052,17423368
105053,89363920
105054,93207833
105055,35935986
105056,61504550
105057,17221765
105058,36050090
105059,82198815
105060,40742392
105061,37014984
105062,62187943
105063,70124284
105064,31466731
105065,68878294
105066,78889547
105067,32308324
105068,6947144
105069,97183407
105070,16919290
105071,5563054
105072,15998821
105073,27863895
105074,51470513
105075,7818341
105076,62880752
105077,11225258
105078,30246257
105079,62954913
105080,39843287
105081,22911673
105082,32755851
105083,43339696
105084,98763751
105085,7117721
105086,97711140
105087,23461801
105088,70528018
105089,19026157
105090,48084429
105091,94495529
105092,12825188
105093,908657
105094,53008714
105095,8970558
105096,12538044
105097,47087702
105098,37053632
105099,9831981
105100,38007279
105101,99163040
105102,52562886
105103,39989080
105104,74746402
105105,78950308
105106,55382783
105107,5008311
105108,69541571
105109,45490074
105110,76612943
105111,26427896
105112,82430544
105113,92732894
105114,34807107
105115,41921195
105116,50391772
105117,18835679
105118,99472032
105119,52687859
105120,98766613
105121,85609579
105122,18101390
105123,84714116
105124,16483584
105125,11194758
105126,58553933
105127,29851659
105128,25605603
105129,85107239
105130,20096171
105131,37277935
105132,70449727
105133,1946361
105134,17843485
105135,11297393
105136,57844827
105137,20774236
105138,66225288
105139,62014241
105140,79488180
105141,23300082
105142,70428381
105143,59251676
105144,67897698
105145,18931574
105146,45417905
105147,98832973
105148,7381985
105149,74104656
105150,62095137
105151,98323931
105152,68610295
105153,25708651
105154,25649787
105155,14063153
105156,68942207
105157,9230914
105158,53983029
105159,1374897
105160,89740255
105161,69378367
105162,55952319
105163,78135044
105164,30935584
105165,7071086
105166,30059726
105167,30788707
105168,86286011
105169,63903306
105170,34323314
105171,76366567
105172,35681534
105173,190861
105174,36889963
105175,59861111
105176,9302306
105177,48123303
105178,95938144
105179,55758282
105180,35820566
105181,57327173
105182,70122887
105183,66001560
105184,51294668
105185,8497190
105186,9281243
105187,38558018
105188,51422725
105189,2981633
105190,91630877
105191,78247368
105192,13564478
105193,41600036
105194,13073283
105195,44802920
105196,82635806
105197,33853550
105198,20879580
105199,19802844
105200,58369349
105201,24192558
105202,94690188
105203,59806965
105204,67787803
105205,32326201
105206,55596007
105207,65328740
105208,54992543
105209,42153823
105210,41450005
105211,73932828
105212,40640552
105213,95891428
105214,17934164
105215,66031751
105216,53091340
105217,26083636
105218,32432885
105219,12970433
105220,22778873
105221,83258197
105222,13887882
105223,39889797
105224,65517163
105225,17788712
105226,96264022
105227,24076021
105228,91806485
105229,21910720
105230,30562163
105231,73561255
105232,57668891
105233,21944643
105234,93912050
105235,2356522
105236,87790169
105237,1725849
105238,46978426
105239,25372180
105240,3399187
105241,13244684
105242,40312980
105243,59636419
105244,12298137
105245,21117937
105246,75148600
105247,22904784
105248,3612422
105249,25607398
105250,5319668
105251,68084650
105252,42596778
105253,33396611
105254,68998643
105255,82268744
105256,62631471
105257,44592372
105258,63401952
105259,37420697
105260,6239675
105261,35283713
105262,80369283
105263,35763797
105264,49736641
105265,59665297
105266,87556388
105267,48228272
105268,67635353
105269,46435466
105270,94594805
105271,65180301
105272,61631989
105273,37010523
105274,69002509
105275,17473793
105276,50528310
105277,64888592
105278,47964325
105279,67268496
105280,68772237
105281,99634543
105282,13483675
105283,14938838
105284,92739044
105285,47590975
105286,35614275
105287,17511655
105288,32599591
105289,9578672
105290,33610917
105291,16690127
105292,24996067
105293,94538319
105294,93675552
105295,61382356
105296,26941751
105297,44861878
105298,71887029
105299,60631221
105300,32581133
105301,95156718
105302,56137097
105303,18292261
105304,6685705
105305,40667154
105306,1236090
105307,57705576
105308,68229386
105309,63473502
105310,96291884
105311,71464274
105312,37483476
105313,90592213
105314,58908017
105315,28971442
105316,4403259
105317,47936758
105318,62517652
105319,88673412
105320,36657124
105321,32891924
105322,38046581
105323,41418501
105324,85597891
105325,66851815
105326,51416938
105327,37102928
105328,28244237
105329,28899890
105330,12834022
105331,97745476
105332,18500914
105333,4087794
105334,57791060
105335,11400779
105336,32902102
105337,28723067
105338,76167744
105339,92793644
105340,22421196
105341,74951898
105342,30699947
105343,5821631
105344,23627603
105345,72548573
105346,82119602
105347,29709935
105348,60039448
105349,89920225
105350,1840153
105351,24375221
105352,72798205
105353,14872397
105354,83393341
105355,32433761
105356,37973466
105357,51969808
105358,8110192
105359,30696945
105360,1127039
105361,30248934
105362,23391229
105363,38332866
105364,66954395
105365,71819985
105366,51056602
105367,43185778
105368,38511239
105369,8887920
105370,79860206
105371,7726588
105372,75439953
105373,6287633
105374,47122947
105375,76206251
105376,88365966
105377,61092298
105378,17519825
105379,92280706
105380,30164008
105381,57932437
105382,46808513
105383,5978418
105384,58385841
105385,70516275
105386,28870406
105387,37070228
105388,8395347
105389,48006713
105390,89999210
105391,5520893
105392,7801742
105393,61362436
105394,90105553
105395,47594299
105396,63334518
105397,77334373
105398,82020172
105399,73109730
105400,33780774
105401,5795244
105402,43297869
105403,72539839
105404,11067227
105405,83579213
105406,47456452
105407,66474545
105408,4869084
105409,83676890
105410,10656043
105411,55856108
105412,80646185
105413,55305431
105414,67129360
105415,60737520
105416,49877224
105417,37203962
105418,94969917
105419,24629298
105420,410384
105421,97104156
105422,81763577
105423,20819784
105424,39783469
105425,71032586
105426,28702483
105427,19049743
105428,19291705
105429,73927225
105430,53476794
105431,15188683
105432,32313430
105433,19038780
105434,93350355
105435,92652402
105436,22789915
105437,33306019
105438,48679348
105439,71527004
105440,52571314
105441,56575904
105442,52188121
105443,43643429
105444,99531262
105445,76022229
105446,30257103
105447,25500304
105448,2488770
105449,61051373
105450,19923106
105451,49200322
105452,70706138
105453,59482784
105454,12166568
105455,4040200
105456,76286571
105457,16324683
105458,41181104
105459,28739670
105460,53716794
105461,63866704
105462,23988272
105463,44769183
105464,50095514
105465,25842793
105466,15606679
105467,20136367
105468,92805763
105469,92633287
105470,12493470
105471,48094821
105472,15168115
105473,2322412
105474,17615016
105475,19900276
105476,57916538
105477,21800916
105478,48592558
105479,46482107
105480,28123802
105481,59314498
105482,13859252
105483,4881048
105484,70927888
105485,97540586
105486,60744999
105487,74096780
105488,52504736
105489,87523868
105490,27683125
105491,97295009
105492,60667277
105493,79354619
105494,76683895
105495,2598619
105496,38796088
105497,19392226
105498,76767065
105499,34072538
105500,29740069
105501,19016194
105502,49923223
105503,25587762
105504,11365948
105505,85598266
105506,79182243
105507,85569135
105508,98268737
105509,69274613
105510,45003133
105511,21615574
105512,2934899
105513,86730219
105514,55730182
105515,63180043
105516,12544075
105517,68098162
105518,5166184
105519,95513722
105520,35817082
105521,89150659
105522,76104444
105523,1217297
105524,68318862
105525,17077050
105526,20840036
105527,57741650
105528,63827936
105529,83745948
105530,9679751
105531,38063492
105532,12207635
105533,46578098
105534,92006885
105535,41584507
105536,61396731
105537,74736194
105538,39061652
105539,10259376
105540,89654008
105541,52095051
105542,52687333
105543,70530931
105544,10004416
105545,92141467
105546,32493241
105547,80562713
105548,31766155
105549,31652173
105550,1134716
105551,44944616
105552,38500807
105553,54787556
105554,81449803
105555,20443272
105556,89230601
105557,67791305
105558,30693782
105559,95047840
105560,93104542
105561,39443969
105562,1122153
105563,35050941
105564,77755270
105565,40720235
105566,91290222
105567,77000414
105568,83297876
105569,37694852
105570,53857591
105571,31345129
105572,96775391
105573,69116785
105574,57615094
105575,45933320
105576,14458031
105577,42681290
105578,41361314
105579,2564885
105580,80638468
105581,11347967
105582,48485371
105583,74234961
105584,50792643
105585,96425323
105586,20982784
105587,32850117
105588,79188949
105589,48790368
105590,79291622
105591,44374735
105592,44848432
105593,99963699
105594,2215864
105595,51786398
105596,68346339
105597,17653334
105598,86586314
105599,38825736
105600,47555924
105601,13373369
105602,71806701
105603,61666433
105604,86002309
105605,96895852
105606,88969747
105607,39550349
105608,12755988
105609,52363611
105610,66024484
105611,27203426
105612,71330293
105613,67305379
105614,94509030
105615,95442798
105616,36448149
105617,76016755
105618,8151030
105619,83034203
105620,15914533
105621,34409674
105622,54896745
105623,35698859
105624,89797000
105625,79290391
105626,42660582
105627,17069873
105628,98845003
105629,74950835
105630,31684529
105631,44805645
105632,38403493
105633,83170787
105634,13755391
105635,6858075
105636,99778860
105637,70868831
105638,9679921
105639,6874661
105640,39915632
105641,9514219
105642,30700298
105643,89538115
105644,1803444
105645,35755132
105646,63854849
105647,25048858
105648,4799245
105649,18436340
105650,99099993
105651,6318118
105652,5944774
105653,60490810
105654,96693087
105655,93013955
105656,26454207
105657,32267406
105658,44449898
105659,79247227
105660,9228554
105661,23151153
105662,17495846
105663,75577515
105664,77481635
105665,10925981
105666,53528037
105667,3572226
105668,23847703
105669,64561704
105670,3597443
105671,94400461
105672,85786308
105673,51469054
105674,70329927
105675,39052426
105676,43515531
105677,93252743
105678,43483626
105679,81664429
105680,36289291
105681,18710510
105682,31770860
105683,7760823
105684,47588551
105685,41384199
105686,32070151
105687,67635882
105688,28005125
105689,23468592
105690,95739617
105691,17100808
105692,38253783
105693,21963029
105694,31490805
105695,10172201
105696,51562295
105697,89330020
105698,97062825
105699,23232186
105700,16540910
105701,83496270
105702,1476333
105703,85545106
105704,95087282
105705,50286338
105706,5778484
105707,27354468
105708,91970351
105709,73329338
105710,38105602
105711,29285236
105712,6673377
105713,5123561
105714,17183149
105715,62076292
105716,87243241
105717,4133896
105718,37918288
105719,51382671
105720,94910125
105721,80654622
105722,58338560
105723,10648809
105724,2959611
105725,14738666
105726,44838115
105727,76294219
105728,26697944
105729,69091853
105730,59257681
105731,23265690
105732,67142685
105733,12551987
105734,69726720
105735,87909433
105736,66638291
105737,22683894
105738,44643301
105739,88883394
105740,52881977
105741,22731700
105742,51466463
105743,8437182
105744,2207449
105745,46486827
105746,70652620
105747,15300117
105748,62430857
105749,30338668
105750,24251101
105751,95552539
105752,83346802
105753,36368790
105754,86186087
105755,35111595
105756,78939048
105757,66417928
105758,77108992
105759,5024758
105760,64121307
105761,50938065
105762,46500494
105763,84929463
105764,12536583
105765,98302782
105766,39660833
105767,17005591
105768,56159566
105769,33548746
105770,2041705
105771,99267106
105772,58947504
105773,66459007
105774,80753557
105775,79498556
105776,7575586
105777,66780699
105778,72315885
105779,63733008
105780,40664647
105781,38013107
105782,7959343
105783,84585227
105784,82385495
105785,7483128
105786,44860
105787,90256649
105788,29791411
105789,88201405
105790,70634639
105791,88105214
105792,28213068
105793,70801234
105794,13733219
105795,87504229
105796,6826376
105797,18709467
105798,88762259
105799,76282374
105800,44463463
105801,32098113
105802,17230212
105803,87626197
105804,83694767
105805,20112215
105806,28817635
105807,52662568
105808,77267298
105809,44015892
105810,68563330
105811,50892813
105812,52544588
105813,38196149
105814,36901502
105815,91044636
105816,25913150
105817,41988040
105818,53006288
105819,44296215
105820,27666124
105821,31902738
105822,85221138
105823,65222519
105824,32939913
105825,41386145
105826,90755293
105827,85620907
105828,12796912
105829,33198612
105830,95914142
105831,86458007
105832,83772606
105833,21990664
105834,46639738
105835,48521699
105836,48392372
105837,60484861
105838,461025
105839,84816161
105840,23677045
105841,95614479
105842,30732370
105843,99829647
105844,57892511
105845,24883303
105846,64372521
105847,63020052
105848,8507571
105849,45120316
105850,52542275
105851,29807336
105852,14210160
105853,40988728
105854,6013781
105855,57310596
105856,75081057
105857,50226229
105858,72893572
105859,6074123
105860,37140550
105861,14306224
105862,63325423
105863,1714467
105864,88372926
105865,77553787
105866,99792700
105867,9608243
105868,5592544
105869,16804899
105870,49221417
105871,74371072
105872,58971409
105873,62491068
105874,56044882
105875,89310823
105876,31603167
105877,35481257
105878,74101289
105879,62158051
105880,23167932
105881,43118175
105882,74684411
105883,62524207
105884,9176532
105885,48281751
105886,18821014
105887,16316752
105888,41265617
105889,57660397
105890,69886794
105891,42075643
105892,38778094
105893,87566103
105894,4833987
105895,59687874
105896,79660151
105897,14532914
105898,77412106
105899,35776104
105900,10871322
105901,56924405
105902,13547126
105903,91815451
105904,79265499
105905,36197817
105906,55593536
105907,80852602
105908,11896920
105909,97083870
105910,74758229
105911,24701878
105912,74618773
105913,68624376
105914,96341661
105915,68931134
105916,73654334
105917,60197599
105918,29582105
105919,35852792
105920,99611588
105921,41120978
105922,44177173
105923,25590802
105924,30555748
105925,59848227
105926,34703508
105927,66310592
105928,60932774
105929,25880991
105930,94975682
105931,6776345
105932,63491553
105933,52456963
105934,22516969
105935,80234539
105936,92913121
105937,83228115
105938,63871340
105939,13687398
105940,51241947
105941,12661671
105942,67628569
105943,6554574
105944,2228288
105945,82589286
105946,93148623
105947,69481453
105948,57248475
105949,93794654
105950,12252952
105951,71860253
105952,3853669
105953,57934190
105954,59272869
105955,45389444
105956,2418884
105957,25283911
105958,71316087
105959,99888476
105960,38368093
105961,67243267
105962,12765243
105963,63812141
105964,3175070
105965,40336012
105966,15141247
105967,99560525
105968,97181730
105969,54968282
105970,47650648
105971,87744191
105972,99190076
105973,25197170
105974,35225603
105975,45281754
105976,54668294
105977,90788989
105978,56425663
105979,83029084
105980,6448000
105981,7458766
105982,16403208
105983,37847557
105984,86558875
105985,72227850
105986,22388087
105987,92635940
105988,68903477
105989,83650011
105990,26560667
105991,37682805
105992,60680787
105993,35568949
105994,56352350
105995,61318555
105996,29333909
105997,39312032
105998,10767437
105999,10248335
106000,33503024
106001,598654
106002,72137690
106003,5065518
106004,56721011
106005,34375877
106006,95332710
106007,95640181
106008,58798930
106009,66103843
106010,16934648
106011,62799743
106012,52166932
106013,66832379
106014,24007841
106015,49215651
106016,69428017
106017,14372616
106018,24497329
106019,16844827
106020,55284494
106021,28643077
106022,68783100
106023,40885146
106024,98461897
106025,45904417
106026,67831559
106027,82337074
106028,5596318
106029,12835167
106030,97733059
106031,75827083
106032,85786142
106033,63141671
106034,40432294
106035,71588070
106036,93769174
106037,94396112
106038,18479827
106039,63905044
106040,51989263
106041,92770329
106042,84541097
106043,34453607
106044,55686806
106045,49628400
106046,3789179
106047,80669516
106048,96628798
106049,15344064
106050,79544355
106051,93520783
106052,19155534
106053,15454914
106054,78289464
106055,4176475
106056,9776915
106057,61433942
106058,37242791
106059,84243526
106060,62065217
106061,66569403
106062,56260256
106063,92316430
106064,96670426
106065,11853012
106066,12801194
106067,97393791
106068,89772042
106069,84620126
106070,86704099
106071,97281423
106072,76390246
106073,68613834
106074,24907833
106075,89282195
106076,90594009
106077,76677501
106078,8711154
106079,46199870
106080,58513669
106081,57906647
106082,88261850
106083,85598393
106084,5461703
106085,72848227
106086,50029427
106087,81778143
106088,65241867
106089,97409211
106090,94886618
106091,50101849
106092,86577656
106093,61012002
106094,27908069
106095,40013443
106096,47147409
106097,44293312
106098,75533553
106099,10383215
106100,21225616
106101,9242680
106102,61167161
106103,72035332
106104,23778863
106105,39157029
106106,53808956
106107,80533517
106108,27641277
106109,80014090
106110,25387913
106111,42232884
106112,16295379
106113,87587296
106114,55235868
106115,89792951
106116,68909040
106117,94250725
106118,27662430
106119,77501447
106120,34126586
106121,84954740
106122,64890569
106123,78873541
106124,28993306
106125,37460196
106126,90060405
106127,56266074
106128,95023433
106129,75404667
106130,82677152
106131,13349321
106132,18735810
106133,46301745
106134,45049070
106135,82456922
106136,2300999
106137,34083873
106138,14302196
106139,81338952
106140,66578697
106141,39035336
106142,31707124
106143,15921888
106144,18227089
106145,20931115
106146,34609271
106147,5493490
106148,30600124
106149,40664797
106150,1432596
106151,66541857
106152,6241720
106153,36918533
106154,48216538
106155,49590421
106156,41188091
106157,7279191
106158,7290347
106159,55503685
106160,34988649
106161,66207950
106162,91711733
106163,89342787
106164,71775328
106165,10770651
106166,45476876
106167,51120892
106168,68111182
106169,96412402
106170,5398699
106171,11032148
106172,67637160
106173,92748164
106174,65661081
106175,46433463
106176,67446048
106177,11602998
106178,38174038
106179,8118167
106180,59836069
106181,68954911
106182,35051594
106183,10828698
106184,93672072
106185,82080056
106186,89469695
106187,89141242
106188,89280985
106189,39303039
106190,87796524
106191,10563074
106192,80801351
106193,71166087
106194,63767580
106195,16623624
106196,38402003
106197,39108839
106198,18942500
106199,4842749
106200,45604872
106201,89388645
106202,69714557
106203,96509771
106204,69223094
106205,2138152
106206,74014377
106207,2173216
106208,92423421
106209,42631594
106210,10830956
106211,74021260
106212,47128520
106213,86697338
106214,64003548
106215,52451588
106216,96640813
106217,26141391
106218,55268234
106219,74788946
106220,37273346
106221,28840248
106222,86162649
106223,35564464
106224,47921212
106225,8926541
106226,52594944
106227,12415930
106228,97345027
106229,40226149
106230,51251534
106231,74410552
106232,9065319
106233,14677377
106234,3981832
106235,59735405
106236,79439050
106237,7188944
106238,99186108
106239,43201103
106240,60260173
106241,85317602
106242,23454354
106243,97486902
106244,61410359
106245,71221753
106246,24769849
106247,94559702
106248,97275711
106249,81667424
106250,3027994
106251,44721102
106252,26957979
106253,62922469
106254,64026517
106255,50373034
106256,73428855
106257,98694609
106258,8577673
106259,59463943
106260,40982099
106261,75143624
106262,9690416
106263,62482209
106264,18432311
106265,58151275
106266,30122078
106267,14786331
106268,18518022
106269,57900087
106270,74475533
106271,5583957
106272,15972726
106273,50519505
106274,6214195
106275,34105822
106276,10142403
106277,55156453
106278,28263938
106279,17808698
106280,56595968
106281,88267439
106282,47903589
106283,31711064
106284,37741514
106285,13890461
106286,46650734
106287,92093842
106288,94733180
106289,99461103
106290,60407492
106291,99005437
106292,16271340
106293,45475243
106294,84520147
106295,28653735
106296,8064664
106297,61134682
106298,99194879
106299,77748929
106300,56195008
106301,11816981
106302,41975276
106303,96282186
106304,60319878
106305,59536847
106306,60347693
106307,35479903
106308,21849059
106309,84054492
106310,84451300
106311,36344490
106312,88960191
106313,28678160
106314,7913182
106315,61279367
106316,65425630
106317,1734788
106318,86015948
106319,94341998
106320,91245972
106321,73032211
106322,30227985
106323,78870909
106324,72888105
106325,64819684
106326,4941504
106327,8812467
106328,39199421
106329,24914106
106330,85391511
106331,7131343
106332,20602302
106333,87245125
106334,53133032
106335,38426524
106336,6173128
106337,94116551
106338,12627642
106339,27168579
106340,47125988
106341,36193471
106342,62146122
106343,39114920
106344,37899736
106345,56850192
106346,92341774
106347,97726755
106348,96056399
106349,50581547
106350,1305595
106351,9701992
106352,28299937
106353,82376994
106354,11357842
106355,49725658
106356,65894814
106357,43244582
106358,23640152
106359,8287840
106360,62339011
106361,13640093
106362,60217731
106363,24349270
106364,50789269
106365,81596995
106366,78997855
106367,15256240
106368,44518354
106369,41943125
106370,98911024
106371,68808400
106372,74720391
106373,2429176
106374,83858398
106375,45662593
106376,84066489
106377,51967190
106378,23836538
106379,94303395
106380,51989390
106381,49257901
106382,8375008
106383,79748019
106384,83490600
106385,8182488
106386,21376639
106387,74395025
106388,25845999
106389,88594388
106390,43322399
106391,12651252
106392,40002161
106393,41139489
106394,89395796
106395,70089050
106396,11731414
106397,35125971
106398,42828148
106399,65129681
106400,28586996
106401,74695124
106402,52302361
106403,79261479
106404,20576871
106405,66285212
106406,3638447
106407,2261178
106408,47850163
106409,29857324
106410,68677047
106411,81720161
106412,95314924
106413,64080205
106414,73632933
106415,90186573
106416,93605214
106417,30421326
106418,43417031
106419,27426385
106420,10011732
106421,16305477
106422,40396786
106423,91247777
106424,14960507
106425,24973618
106426,13231352
106427,55395708
106428,40494877
106429,50618761
106430,67249926
106431,33498896
106432,22729614
106433,70381783
106434,30428592
106435,58586352
106436,88699582
106437,39650442
106438,33131644
106439,29872684
106440,92113081
106441,45405078
106442,35974846
106443,66861948
106444,68701922
106445,60755290
106446,87505386
106447,29067572
106448,95552966
106449,27307061
106450,55409869
106451,95264683
106452,93578891
106453,42349075
106454,94132620
106455,15239307
106456,90524575
106457,22091818
106458,54004582
106459,2789131
106460,47574177
106461,40386790
106462,27564804
106463,68767761
106464,33758600
106465,4138377
106466,43050846
106467,85862365
106468,34861998
106469,18371765
106470,25018929
106471,25489330
106472,80623469
106473,91004428
106474,2834905
106475,57618508
106476,35736814
106477,66084911
106478,61792295
106479,7484540
106480,99600472
106481,91355991
106482,17923113
106483,42752718
106484,6569792
106485,89307858
106486,46886345
106487,45005015
106488,48519890
106489,9977093
106490,21577089
106491,41594272
106492,35990828
106493,79176765
106494,56912356
106495,69906587
106496,88299838
106497,71122029
106498,65458748
106499,27923715
106500,59375492
106501,67127798
106502,68452559
106503,21752699
106504,91289233
106505,70219705
106506,1258348
106507,77594030
106508,81955329
106509,57615050
106510,64896221
106511,40690794
106512,650351
106513,12026957
106514,28952420
106515,17153927
106516,38423801
106517,66768355
106518,80187098
106519,79681809
106520,36074947
106521,53967631
106522,34959651
106523,24252911
106524,94960970
106525,68910316
106526,27829394
106527,85010780
106528,50914367
106529,54701696
106530,44444874
106531,57993210
106532,64591042
106533,4215832
106534,45063549
106535,1465506
106536,49960171
106537,84732322
106538,33487236
106539,53654564
106540,49842699
106541,70328230
106542,3576234
106543,1142043
106544,37931773
106545,60643900
106546,63669493
106547,39203455
106548,55630512
106549,44734870
106550,64317042
106551,25178888
106552,21966242
106553,77817673
106554,61168186
106555,120267
106556,76186838
106557,9698149
106558,69334815
106559,55188395
106560,34197077
106561,33035177
106562,13216881
106563,60672066
106564,23268744
106565,88263824
106566,52191667
106567,58487421
106568,76531648
106569,89042732
106570,86910538
106571,84624477
106572,19220925
106573,89301133
106574,74731697
106575,42932711
106576,13245718
106577,92091281
106578,82804308
106579,92634421
106580,57334886
106581,68891306
106582,69918509
106583,72812909
106584,87482652
106585,41366576
106586,97068857
106587,29687998
106588,2050747
106589,45530819
106590,40305079
106591,15339654
106592,54250142
106593,90765906
106594,72782231
106595,34613809
106596,19384471
106597,1113052
106598,68247823
106599,19667320
106600,21332694
106601,92849712
106602,10530400
106603,49791503
106604,25231784
106605,80690159
106606,20281277
106607,90182188
106608,58814490
106609,17652377
106610,51827047
106611,25276807
106612,33122726
106613,38549163
106614,97520577
106615,70606312
106616,57318151
106617,79667533
106618,52317731
106619,3715762
106620,45266902
106621,27147889
106622,35166594
106623,39533740
106624,17778547
106625,11783913
106626,97674565
106627,46013362
106628,16682066
106629,39759837
106630,2771401
106631,79962509
106632,69668349
106633,99715315
106634,46689140
106635,38881165
106636,94309902
106637,8513259
106638,5521584
106639,96553725
106640,68643945
106641,95782484
106642,59201268
106643,90534053
106644,956173
106645,62608124
106646,87003444
106647,30090740
106648,92103613
106649,23430671
106650,59450654
106651,91671842
106652,99125286
106653,27471727
106654,84907751
106655,92038561
106656,91152271
106657,13911992
106658,26331559
106659,38188022
106660,95174877
106661,99042891
106662,77641337
106663,52042809
106664,76664274
106665,26033347
106666,89295724
106667,85997039
106668,45360216
106669,52816306
106670,10845572
106671,13832204
106672,64649803
106673,30920859
106674,83978577
106675,10996518
106676,11727648
106677,41291596
106678,18627546
106679,13945182
106680,44752808
106681,43825345
106682,96154443
106683,58409422
106684,5884957
106685,38235320
106686,73766751
106687,86420573
106688,37077218
106689,42462107
106690,81905606
106691,93426381
106692,48703429
106693,25918053
106694,58306748
106695,12030801
106696,57499767
106697,74046936
106698,61146270
106699,37102017
106700,51878416
106701,65371674
106702,98197858
106703,24317024
106704,52910778
106705,32305658
106706,64237159
106707,63438638
106708,10964685
106709,38242598
106710,92478697
106711,74950842
106712,4289627
106713,18827507
106714,44936749
106715,86906989
106716,82725068
106717,7239864
106718,5004852
106719,25945568
106720,26857203
106721,91300415
106722,73640522
106723,78000401
106724,84544047
106725,16206002
106726,79098788
106727,58740631
106728,52990031
106729,726899
106730,51557472
106731,53729048
106732,63730223
106733,70910174
106734,60954601
106735,20076416
106736,76897703
106737,10043370
106738,43185750
106739,15478657
106740,10078973
106741,26121674
106742,40844214
106743,93165455
106744,63446723
106745,17823013
106746,83498397
106747,99610488
106748,25367746
106749,97577900
106750,7999618
106751,45151794
106752,8579038
106753,12439352
106754,16696742
106755,13194295
106756,4340928
106757,47136259
106758,87124544
106759,44938624
106760,90598544
106761,38174842
106762,10317700
106763,89825962
106764,88765427
106765,80780876
106766,75152228
106767,56457360
106768,40702325
106769,89626670
106770,1796250
106771,48501022
106772,44414704
106773,49257987
106774,9597154
106775,46041983
106776,67552834
106777,961116
106778,10166226
106779,84366878
106780,55983424
106781,9248560
106782,98529731
106783,49218394
106784,83059236
106785,94964107
106786,79688276
106787,1073519
106788,43083910
106789,5966363
106790,53644807
106791,68095686
106792,77434541
106793,36839437
106794,76844028
106795,63691829
106796,4629044
106797,73401061
106798,67834791
106799,91849227
106800,29051358
106801,69327030
106802,31128471
106803,15938236
106804,93335897
106805,69025465
106806,41425132
106807,5999803
106808,6978899
106809,29146944
106810,53549787
106811,67863671
106812,98961576
106813,6655168
106814,87110455
106815,95510245
106816,47153571
106817,41140436
106818,92183950
106819,47042464
106820,8530522
106821,12303133
106822,67171487
106823,51813179
106824,97318547
106825,90173610
106826,41870665
106827,99474714
106828,122603
106829,14632775
106830,94392617
106831,25637163
106832,27813318
106833,20120301
106834,94107200
106835,69311704
106836,88610631
106837,28208497
106838,17359696
106839,49167228
106840,57271689
106841,31632892
106842,65354169
106843,31076711
106844,55008917
106845,62405280
106846,91297283
106847,49114475
106848,134063
106849,73715958
106850,7243468
106851,83499246
106852,96772428
106853,47263865
106854,45042372
106855,45400496
106856,77997438
106857,19875888
106858,81298887
106859,896619
106860,69037538
106861,14591140
106862,24019204
106863,93207508
106864,50028026
106865,18353889
106866,43722096
106867,11667480
106868,8350066
106869,28234906
106870,26344822
106871,80012145
106872,98850896
106873,53172393
106874,62223717
106875,92478402
106876,99437491
106877,76634536
106878,71038418
106879,86319552
106880,53431474
106881,74087078
106882,10140331
106883,59301320
106884,18626254
106885,40094629
106886,39457413
106887,39088854
106888,1389140
106889,92308441
106890,18784976
106891,45425277
106892,57976529
106893,43379825
106894,43823981
106895,30441463
106896,54559495
106897,41221275
106898,93744698
106899,96035402
106900,97002094
106901,40527863
106902,91505464
106903,34792086
106904,60399717
106905,73755581
106906,27400855
106907,17083704
106908,14571571
106909,35272657
106910,26744763
106911,26810962
106912,3666448
106913,25907299
106914,7609879
106915,17902653
106916,87964138
106917,5359068
106918,8870182
106919,9927226
106920,12165600
106921,49767042
106922,86710757
106923,80722327
106924,79258280
106925,10187616
106926,47574730
106927,10076000
106928,25357968
106929,8226059
106930,65652390
106931,71523216
106932,13396723
106933,84897637
106934,12205764
106935,51199965
